Song Name,Artists,Released Dates,Popularity,Duration,Album Type,Cover Image,genre,mood,user_id,user_rating
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a,EDM,Romantic,user_435,3
Kasam,Hashmat Sultana,2022-06-29,36,230522,compilation,https://i.scdn.co/image/ab67616d0000b2733a8be0cae8dd8c150c626d2d,Romantic,Calm,user_997,1
"Dil Taan Pagal-Je Tu Na (From ""T-Series Mixtape Punjabi"")",Akhil Sachdeva,2019-09-03,33,291503,compilation,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,Romantic,Happy,user_86,3
Heerey,Amrinder Gill,2016-03-07,44,204978,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Folk,Romantic,user_697,3
"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",Prabh Gill,2018-04-19,46,184000,single,https://i.scdn.co/image/ab67616d0000b2735c30005b07efd927287a1bea,EDM,Energetic,user_285,2
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,Folk,Sad,user_974,2
Ishqaa,Akhil,2019-02-13,35,321004,album,https://i.scdn.co/image/ab67616d0000b273fdf60edf667e751276524fde,Folk,Calm,user_220,1
Pyar Paun to Pehlan,Labh Heera,2020-07-18,37,256765,album,https://i.scdn.co/image/ab67616d0000b27303a6d19fa3b5e0f47b23f29c,EDM,Energetic,user_69,3
Best Hindi Motivational Poetry 2022,Kumar Rishi,2022-03-07,32,109898,single,https://i.scdn.co/image/ab67616d0000b27330e5ad50fda0ab24af437a77,Romantic,Calm,user_47,1
"Koi Vi Nahi,Dasi Na Mere Bare,Zindagi,Choorhey wali bah",Shirley Setia,2020-02-05,33,434000,single,https://i.scdn.co/image/ab67616d0000b2738662dd7d918afbc3c9bd178d,Folk,Happy,user_94,4
Udaarian,Satinder Sartaaj,2019-12-20,31,342648,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_750,1
Kaash,Nachhatar Gill,2019-12-20,19,213829,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_958,5
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,EDM,Sad,user_453,1
True Love,Rupal J,2019-12-20,11,274311,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_204,5
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Happy,user_912,5
Mob N Love,Prem Dhillon,2022-04-17,42,202422,single,https://i.scdn.co/image/ab67616d0000b27351d1e7adbf74abce9795fff6,Romantic,Calm,user_218,5
"Zubaan (From ""Manje Bistre 2"")",Ricky Khan,2019-12-20,18,266866,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Happy,user_474,4
Silent Love,Davy,2022-01-02,33,152307,single,https://i.scdn.co/image/ab67616d0000b273f61e9c48d60761414096d761,Romantic,Energetic,user_432,1
Chosen,Sidhu Moose Wala,2019-12-20,26,264019,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_341,1
Silent Love,Namr Gill,2015-03-17,44,266370,single,https://i.scdn.co/image/ab67616d0000b273ef3a03b0fdf24c33d5ca7983,Folk,Happy,user_551,4
Ikk Munda 2 - Waiting For Love,Sheera Jasvir,2021-07-04,39,247884,single,https://i.scdn.co/image/ab67616d0000b2730c3255e6ffbb2a1cfab7dcb3,Folk,Sad,user_612,3
I Need Love,Harman Hundal,2022-03-04,38,179052,single,https://i.scdn.co/image/ab67616d0000b273242ec8ebd257cc51f53c4ee8,EDM,Energetic,user_289,2
Love,Garry Sandhu,2017-11-21,22,225241,single,https://i.scdn.co/image/ab67616d0000b273de48ccb0c5c22b8b914bb7ce,Romantic,Sad,user_254,1
Darling,Sucha Yaar,2021-11-19,45,139836,single,https://i.scdn.co/image/ab67616d0000b27375a0dff177d596ac666fc1e2,Romantic,Sad,user_734,2
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Calm,user_357,4
Breakup Mashup,Ammy Virk,2019-08-01,40,239880,single,https://i.scdn.co/image/ab67616d0000b27363885514c5d8d2e2634549b7,Folk,Romantic,user_23,3
Romantic Love Mashup (Best of love music),Abhishek Rawal,2022-08-07,39,289123,single,https://i.scdn.co/image/ab67616d0000b273357e00856edd412a59fe734f,Romantic,Calm,user_762,3
Romantic Rewind,Akhil,2022-02-09,38,1084056,single,https://i.scdn.co/image/ab67616d0000b273aa442efd8bb9b3b9521d0549,Folk,Energetic,user_522,3
Romantic Mashup,Miss Pooja,2020-02-13,38,251280,single,https://i.scdn.co/image/ab67616d0000b273bba7f019bc7fd87904517e2e,Romantic,Energetic,user_758,4
Pehla Valentine,Himmat Sandhu,2021-04-30,42,173048,single,https://i.scdn.co/image/ab67616d0000b27360a2c699fae9a68b80c189f1,Folk,Calm,user_837,5
Valentine Mashup 2022,Akhil,2022-02-14,35,249618,single,https://i.scdn.co/image/ab67616d0000b273b067547333e57bd30cdb5736,Romantic,Romantic,user_100,5
Feelingaa,Kay Vee Singh,2019-12-23,36,171007,single,https://i.scdn.co/image/ab67616d0000b2736e1ab5f8852848ad2b90db6e,EDM,Calm,user_802,2
Soulmate,Akull,2021-09-07,37,184681,single,https://i.scdn.co/image/ab67616d0000b273a71b5aafbfc9fb2d2ed9241a,EDM,Energetic,user_180,5
"Pyar Karda - From ""Lover""",Jass Manak,2022-05-26,39,211224,single,https://i.scdn.co/image/ab67616d0000b273c31a9ef87338c639a6444551,Folk,Romantic,user_223,5
Daring Love,Varinder Brar,2019-11-01,41,242857,single,https://i.scdn.co/image/ab67616d0000b273e305d898ae14ec999434cb4e,Folk,Energetic,user_906,3
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,Romantic,Romantic,user_762,3
Valentine Mashup 2020,B Praak,2020-02-11,27,185800,single,https://i.scdn.co/image/ab67616d0000b273981632dd129a2ae0a1cfe8a4,Romantic,Romantic,user_659,2
"Marke - From ""Lover""",Jass Manak,2022-06-27,36,166833,single,https://i.scdn.co/image/ab67616d0000b273914b03f4b65228bb80d6f980,EDM,Calm,user_442,1
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,Romantic,Calm,user_608,2
Love Mix Remix Mashup,Prabh Gill,2022-04-09,25,285094,single,https://i.scdn.co/image/ab67616d0000b273db403ca729ff11cff27db840,Folk,Calm,user_769,2
The Ultimate Love Mashup - DJ Kiran Kamath,Jaani,2022-02-08,32,307573,single,https://i.scdn.co/image/ab67616d0000b273d01d9e4587fb7038eceffca1,Folk,Romantic,user_325,4
Bewafai Kar Gaya,B Praak,2022-03-25,39,228000,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,Folk,Romantic,user_516,4
Bewafaai,B Praak,2019-10-22,29,322285,album,https://i.scdn.co/image/ab67616d0000b273f82faacdbdc9a8d269aec55c,Folk,Energetic,user_16,2
Chaal,Lovie Virk,2021-01-06,47,210658,single,https://i.scdn.co/image/ab67616d0000b27314e14a6503fc604ae8c67ddd,Folk,Sad,user_792,2
Love Forever,Lakhi Ghuman,2021-11-24,37,183079,single,https://i.scdn.co/image/ab67616d0000b273778bcaa30b3668cc50892016,EDM,Calm,user_336,2
Proposal,Mehtab Virk,2013-06-20,42,273407,album,https://i.scdn.co/image/ab67616d0000b273fc41f00a5aa81b288e15a99e,EDM,Energetic,user_759,5
Fuck Love,Real Boss,2022-03-15,40,162905,single,https://i.scdn.co/image/ab67616d0000b27366b43c623661b09087895ea4,Folk,Energetic,user_258,4
"She Don’T Know-Akh Lad Jaave (From ""T-Series Mixtape Punjabi Season 2"")",Dhvani Bhanushali,2019-11-28,33,215360,single,https://i.scdn.co/image/ab67616d0000b273c15e263457dcfac5d896f356,Romantic,Happy,user_497,2
Paagla,Akhil,2021-06-26,46,223783,single,https://i.scdn.co/image/ab67616d0000b273ea87a23a8b8c939acceb5a35,Folk,Calm,user_988,3
Punjab Bolda,Ranjit Bawa,2020-12-08,35,307788,single,https://i.scdn.co/image/ab67616d0000b2731bdf59d464c4243a81a22414,EDM,Energetic,user_896,3
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a,Folk,Happy,user_160,5
Kasam,Hashmat Sultana,2022-06-29,36,230522,compilation,https://i.scdn.co/image/ab67616d0000b2733a8be0cae8dd8c150c626d2d,EDM,Calm,user_475,5
"Dil Taan Pagal-Je Tu Na (From ""T-Series Mixtape Punjabi"")",Akhil Sachdeva,2019-09-03,33,291503,compilation,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,EDM,Romantic,user_852,1
Heerey,Amrinder Gill,2016-03-07,44,204978,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Folk,Happy,user_664,1
"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",Prabh Gill,2018-04-19,46,184000,single,https://i.scdn.co/image/ab67616d0000b2735c30005b07efd927287a1bea,Folk,Romantic,user_908,1
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,Romantic,Sad,user_690,5
Ishqaa,Akhil,2019-02-13,35,321004,album,https://i.scdn.co/image/ab67616d0000b273fdf60edf667e751276524fde,EDM,Sad,user_675,5
Pyar Paun to Pehlan,Labh Heera,2020-07-18,37,256765,album,https://i.scdn.co/image/ab67616d0000b27303a6d19fa3b5e0f47b23f29c,Romantic,Sad,user_380,5
Best Hindi Motivational Poetry 2022,Kumar Rishi,2022-03-07,32,109898,single,https://i.scdn.co/image/ab67616d0000b27330e5ad50fda0ab24af437a77,Folk,Sad,user_545,3
"Koi Vi Nahi,Dasi Na Mere Bare,Zindagi,Choorhey wali bah",Shirley Setia,2020-02-05,33,434000,single,https://i.scdn.co/image/ab67616d0000b2738662dd7d918afbc3c9bd178d,EDM,Energetic,user_929,5
Udaarian,Satinder Sartaaj,2019-12-20,31,342648,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_957,3
Kaash,Nachhatar Gill,2019-12-20,19,213829,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_691,1
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,Romantic,Energetic,user_427,1
True Love,Rupal J,2019-12-20,11,274311,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_613,1
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Energetic,user_268,2
Mob N Love,Prem Dhillon,2022-04-17,42,202422,single,https://i.scdn.co/image/ab67616d0000b27351d1e7adbf74abce9795fff6,Folk,Energetic,user_835,2
"Zubaan (From ""Manje Bistre 2"")",Ricky Khan,2019-12-20,18,266866,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_577,4
Silent Love,Davy,2022-01-02,33,152307,single,https://i.scdn.co/image/ab67616d0000b273f61e9c48d60761414096d761,Folk,Energetic,user_417,4
Chosen,Sidhu Moose Wala,2019-12-20,26,264019,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_168,4
Ikk Munda 2 - Waiting For Love,Sheera Jasvir,2021-07-04,39,247884,single,https://i.scdn.co/image/ab67616d0000b2730c3255e6ffbb2a1cfab7dcb3,Romantic,Sad,user_842,2
I Need Love,Harman Hundal,2022-03-04,38,179052,single,https://i.scdn.co/image/ab67616d0000b273242ec8ebd257cc51f53c4ee8,Romantic,Happy,user_43,2
Love,Garry Sandhu,2017-11-21,22,225241,single,https://i.scdn.co/image/ab67616d0000b273de48ccb0c5c22b8b914bb7ce,Folk,Sad,user_556,4
Darling,Sucha Yaar,2021-11-19,45,139836,single,https://i.scdn.co/image/ab67616d0000b27375a0dff177d596ac666fc1e2,Romantic,Energetic,user_285,4
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Romantic,user_397,5
Breakup Mashup,Ammy Virk,2019-08-01,40,239880,single,https://i.scdn.co/image/ab67616d0000b27363885514c5d8d2e2634549b7,EDM,Sad,user_12,4
Romantic Love Mashup (Best of love music),Abhishek Rawal,2022-08-07,39,289123,single,https://i.scdn.co/image/ab67616d0000b273357e00856edd412a59fe734f,Romantic,Romantic,user_607,5
Romantic Rewind,Akhil,2022-02-09,38,1084056,single,https://i.scdn.co/image/ab67616d0000b273aa442efd8bb9b3b9521d0549,Folk,Happy,user_302,3
Romantic Mashup,Miss Pooja,2020-02-13,38,251280,single,https://i.scdn.co/image/ab67616d0000b273bba7f019bc7fd87904517e2e,Romantic,Happy,user_898,2
Pehla Valentine,Himmat Sandhu,2021-04-30,42,173048,single,https://i.scdn.co/image/ab67616d0000b27360a2c699fae9a68b80c189f1,Romantic,Calm,user_253,4
Valentine Mashup 2022,Akhil,2022-02-14,35,249618,single,https://i.scdn.co/image/ab67616d0000b273b067547333e57bd30cdb5736,Folk,Calm,user_499,2
Feelingaa,Kay Vee Singh,2019-12-23,36,171007,single,https://i.scdn.co/image/ab67616d0000b2736e1ab5f8852848ad2b90db6e,Romantic,Sad,user_754,2
Soulmate,Akull,2021-09-07,37,184681,single,https://i.scdn.co/image/ab67616d0000b273a71b5aafbfc9fb2d2ed9241a,Romantic,Calm,user_35,2
"Pyar Karda - From ""Lover""",Jass Manak,2022-05-26,39,211224,single,https://i.scdn.co/image/ab67616d0000b273c31a9ef87338c639a6444551,Romantic,Romantic,user_727,3
Daring Love,Varinder Brar,2019-11-01,41,242857,single,https://i.scdn.co/image/ab67616d0000b273e305d898ae14ec999434cb4e,Romantic,Calm,user_849,1
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,EDM,Romantic,user_90,4
Valentine Mashup 2020,B Praak,2020-02-11,27,185800,single,https://i.scdn.co/image/ab67616d0000b273981632dd129a2ae0a1cfe8a4,Romantic,Calm,user_776,1
"Marke - From ""Lover""",Jass Manak,2022-06-27,36,166833,single,https://i.scdn.co/image/ab67616d0000b273914b03f4b65228bb80d6f980,Romantic,Calm,user_605,1
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,Folk,Calm,user_922,1
Love Mix Remix Mashup,Prabh Gill,2022-04-09,25,285094,single,https://i.scdn.co/image/ab67616d0000b273db403ca729ff11cff27db840,EDM,Energetic,user_970,2
The Ultimate Love Mashup - DJ Kiran Kamath,Jaani,2022-02-08,32,307573,single,https://i.scdn.co/image/ab67616d0000b273d01d9e4587fb7038eceffca1,Folk,Energetic,user_602,5
Bewafai Kar Gaya,B Praak,2022-03-25,39,228000,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,Folk,Calm,user_418,2
Bewafaai,B Praak,2019-10-22,29,322285,album,https://i.scdn.co/image/ab67616d0000b273f82faacdbdc9a8d269aec55c,Folk,Romantic,user_115,2
Chaal,Lovie Virk,2021-01-06,47,210658,single,https://i.scdn.co/image/ab67616d0000b27314e14a6503fc604ae8c67ddd,EDM,Sad,user_617,1
Love Forever,Lakhi Ghuman,2021-11-24,37,183079,single,https://i.scdn.co/image/ab67616d0000b273778bcaa30b3668cc50892016,Folk,Happy,user_903,2
Proposal,Mehtab Virk,2013-06-20,42,273407,album,https://i.scdn.co/image/ab67616d0000b273fc41f00a5aa81b288e15a99e,Folk,Energetic,user_196,1
Fuck Love,Real Boss,2022-03-15,40,162905,single,https://i.scdn.co/image/ab67616d0000b27366b43c623661b09087895ea4,Folk,Calm,user_826,5
"She Don’T Know-Akh Lad Jaave (From ""T-Series Mixtape Punjabi Season 2"")",Dhvani Bhanushali,2019-11-28,33,215360,single,https://i.scdn.co/image/ab67616d0000b273c15e263457dcfac5d896f356,Romantic,Happy,user_501,4
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,Folk,Energetic,user_626,1
Paagla,Akhil,2021-06-26,46,223783,single,https://i.scdn.co/image/ab67616d0000b273ea87a23a8b8c939acceb5a35,EDM,Sad,user_493,5
Punjab Bolda,Ranjit Bawa,2020-12-08,35,307788,single,https://i.scdn.co/image/ab67616d0000b2731bdf59d464c4243a81a22414,EDM,Romantic,user_75,4
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a,Romantic,Calm,user_413,3
Kasam,Hashmat Sultana,2022-06-29,36,230522,compilation,https://i.scdn.co/image/ab67616d0000b2733a8be0cae8dd8c150c626d2d,EDM,Sad,user_376,1
"Dil Taan Pagal-Je Tu Na (From ""T-Series Mixtape Punjabi"")",Akhil Sachdeva,2019-09-03,33,291503,compilation,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,EDM,Energetic,user_420,1
Heerey,Amrinder Gill,2016-03-07,44,204978,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Romantic,Calm,user_729,3
"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",Prabh Gill,2018-04-19,46,184000,single,https://i.scdn.co/image/ab67616d0000b2735c30005b07efd927287a1bea,Folk,Happy,user_277,3
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,Romantic,Romantic,user_761,1
Ishqaa,Akhil,2019-02-13,35,321004,album,https://i.scdn.co/image/ab67616d0000b273fdf60edf667e751276524fde,Folk,Energetic,user_676,3
Pyar Paun to Pehlan,Labh Heera,2020-07-18,37,256765,album,https://i.scdn.co/image/ab67616d0000b27303a6d19fa3b5e0f47b23f29c,Folk,Romantic,user_394,2
Best Hindi Motivational Poetry 2022,Kumar Rishi,2022-03-07,32,109898,single,https://i.scdn.co/image/ab67616d0000b27330e5ad50fda0ab24af437a77,EDM,Calm,user_869,4
Udaarian,Satinder Sartaaj,2019-12-20,31,342648,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_457,4
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,EDM,Romantic,user_920,4
Kaash,Nachhatar Gill,2019-12-20,19,213829,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Happy,user_192,2
True Love,Rupal J,2019-12-20,11,274311,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Energetic,user_739,3
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Happy,user_689,5
Mob N Love,Prem Dhillon,2022-04-17,42,202422,single,https://i.scdn.co/image/ab67616d0000b27351d1e7adbf74abce9795fff6,Romantic,Romantic,user_99,3
"Zubaan (From ""Manje Bistre 2"")",Ricky Khan,2019-12-20,18,266866,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_548,1
Silent Love,Davy,2022-01-02,33,152307,single,https://i.scdn.co/image/ab67616d0000b273f61e9c48d60761414096d761,EDM,Sad,user_978,4
Chosen,Sidhu Moose Wala,2019-12-20,26,264019,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_999,3
Ikk Munda 2 - Waiting For Love,Sheera Jasvir,2021-07-04,39,247884,single,https://i.scdn.co/image/ab67616d0000b2730c3255e6ffbb2a1cfab7dcb3,Romantic,Calm,user_96,5
I Need Love,Harman Hundal,2022-03-04,38,179052,single,https://i.scdn.co/image/ab67616d0000b273242ec8ebd257cc51f53c4ee8,EDM,Calm,user_664,1
Love,Garry Sandhu,2017-11-21,22,225241,single,https://i.scdn.co/image/ab67616d0000b273de48ccb0c5c22b8b914bb7ce,Folk,Sad,user_663,2
Darling,Sucha Yaar,2021-11-19,45,139836,single,https://i.scdn.co/image/ab67616d0000b27375a0dff177d596ac666fc1e2,EDM,Happy,user_190,2
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Happy,user_736,5
Breakup Mashup,Ammy Virk,2019-08-01,40,239880,single,https://i.scdn.co/image/ab67616d0000b27363885514c5d8d2e2634549b7,EDM,Happy,user_37,1
Romantic Love Mashup (Best of love music),Abhishek Rawal,2022-08-07,39,289123,single,https://i.scdn.co/image/ab67616d0000b273357e00856edd412a59fe734f,EDM,Romantic,user_780,4
Romantic Rewind,Akhil,2022-02-09,38,1084056,single,https://i.scdn.co/image/ab67616d0000b273aa442efd8bb9b3b9521d0549,Folk,Calm,user_369,3
Romantic Mashup,Miss Pooja,2020-02-13,38,251280,single,https://i.scdn.co/image/ab67616d0000b273bba7f019bc7fd87904517e2e,EDM,Calm,user_695,1
Pehla Valentine,Himmat Sandhu,2021-04-30,42,173048,single,https://i.scdn.co/image/ab67616d0000b27360a2c699fae9a68b80c189f1,Folk,Romantic,user_525,2
Valentine Mashup 2022,Akhil,2022-02-14,35,249618,single,https://i.scdn.co/image/ab67616d0000b273b067547333e57bd30cdb5736,Romantic,Energetic,user_279,5
Feelingaa,Kay Vee Singh,2019-12-23,36,171007,single,https://i.scdn.co/image/ab67616d0000b2736e1ab5f8852848ad2b90db6e,EDM,Romantic,user_217,5
Soulmate,Akull,2021-09-07,37,184681,single,https://i.scdn.co/image/ab67616d0000b273a71b5aafbfc9fb2d2ed9241a,Romantic,Happy,user_867,3
"Pyar Karda - From ""Lover""",Jass Manak,2022-05-26,39,211224,single,https://i.scdn.co/image/ab67616d0000b273c31a9ef87338c639a6444551,Romantic,Romantic,user_873,5
Daring Love,Varinder Brar,2019-11-01,41,242857,single,https://i.scdn.co/image/ab67616d0000b273e305d898ae14ec999434cb4e,EDM,Happy,user_798,5
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,Folk,Sad,user_273,1
Valentine Mashup 2020,B Praak,2020-02-11,27,185800,single,https://i.scdn.co/image/ab67616d0000b273981632dd129a2ae0a1cfe8a4,Romantic,Happy,user_881,4
"Marke - From ""Lover""",Jass Manak,2022-06-27,36,166833,single,https://i.scdn.co/image/ab67616d0000b273914b03f4b65228bb80d6f980,Romantic,Calm,user_62,3
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,EDM,Romantic,user_596,1
Love Mix Remix Mashup,Prabh Gill,2022-04-09,25,285094,single,https://i.scdn.co/image/ab67616d0000b273db403ca729ff11cff27db840,EDM,Happy,user_880,4
The Ultimate Love Mashup - DJ Kiran Kamath,Jaani,2022-02-08,32,307573,single,https://i.scdn.co/image/ab67616d0000b273d01d9e4587fb7038eceffca1,EDM,Energetic,user_729,1
Bewafai Kar Gaya,B Praak,2022-03-25,39,228000,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,EDM,Sad,user_342,1
Bewafaai,B Praak,2019-10-22,29,322285,album,https://i.scdn.co/image/ab67616d0000b273f82faacdbdc9a8d269aec55c,EDM,Energetic,user_397,5
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,EDM,Energetic,user_699,4
Chaal,Lovie Virk,2021-01-06,47,210658,single,https://i.scdn.co/image/ab67616d0000b27314e14a6503fc604ae8c67ddd,Folk,Energetic,user_19,3
